"Cell","Drug","IC50"
905954,"AZD8186",2.404182
905954,"KU-55933",4.813073
905954,"Vinorelbine",-3.102408
905954,"EPZ5676",3.10889
905954,"Ipatasertib",2.983656
905954,"AT13148",3.501667
905954,"AGI-5198",4.113794
905954,"I-BRD9",4.969901
905954,"Telomerase Inhibitor IX",0.795523
905954,"Leflunomide",4.043419
905954,"AGI-6780",5.865497
905954,"Ulixertinib",-1.231776
905954,"Sapitinib",4.908296
905954,"Talazoparib",3.979481
905954,"AZ960",1.701172
905954,"LJI308",4.046059
905954,"Serdemetan",3.57731
905954,"ML323",5.221813
905954,"Pictilisib",1.04427
905954,"CZC24832",5.26701
905954,"Dinaciclib",-3.845143
905954,"LCL161",4.626817
905954,"Bortezomib",-6.064736
905956,"WZ4003",3.997432
905956,"AZD3759",2.634794
905956,"OTX015",3.909406
905956,"Ribociclib",4.61988
905956,"Bosutinib",4.679929
905956,"Camptothecin",-2.28559
905956,"MN-64",5.226776
905956,"Navitoclax",3.381955
905956,"PRT062607",3.276694
905956,"Luminespib",1.108944
905956,"Tamoxifen",6.106907
905956,"Dactolisib",-1.493654
905956,"Gefitinib",3.569948
905956,"Uprosertib",3.427966
905956,"MK-2206",3.490691
905956,"OF-1",3.822719
905956,"Nutlin-3a (-)",5.261659
905956,"RVX-208",5.393507
905956,"SN-38",-2.966353
905956,"OSI-027",2.777164
905956,"MK-8776",3.571466
905956,"Cediranib",4.147551
905956,"Dactinomycin",-5.04323
905956,"VE-822",5.329706
905956,"MIRA-1",5.448842
905956,"Docetaxel",-3.761673
905956,"Erlotinib",5.151821
905956,"PFI-1",6.165625
905956,"Tanespimycin",3.683774
905956,"Selumetinib",1.110655
905956,"Entinostat",0.932056
905956,"Vismodegib",4.69949
905956,"PD0325901",-1.116862
905956,"SB590885",2.477272
905956,"Sepantronium bromide",-4.64981
905956,"AZD4547",6.000137
905956,"GSK591",3.381667
905956,"Pyridostatin",4.634767
905956,"Mirin",4.890285
905956,"Temozolomide",6.096604
905956,"Oxaliplatin",3.495355
905956,"PD173074",4.291216
905956,"Osimertinib",2.523564
905956,"SGC0946",2.276072
905956,"RO-3306",4.711072
905956,"Foretinib",1.433506
905956,"Niraparib",4.428674
905956,"Epirubicin",-0.554663
905956,"AT13148",4.63336
905956,"Cyclophosphamide",6.006751
905956,"AMG-319",4.982608
905956,"NU7441",4.150343
905956,"AZ960",2.86752
905956,"BMS-754807",5.621941
905956,"Staurosporine",-1.997984
905956,"WIKI4",4.914829
905956,"Lenalidomide",6.122686
905956,"Lapatinib",4.842189
905956,"AZD7762",2.098441
905956,"ZM447439",2.604397
905956,"SB216763",6.350324
905956,"JQ1",3.971902
905956,"Paclitaxel",-2.580589
905956,"EPZ004777",5.20057
905956,"Lestaurtinib",0.084677
905956,"Sabutoclax",-0.148535
905956,"Crizotinib",4.134849
905956,"I-BET-762",4.56075
905956,"Venetoclax",2.581171
905956,"BMS-536924",3.33986
905956,"Rapamycin",-0.994388
905956,"AZ6102",2.781749
905956,"GSK1904529A",5.197344
905956,"Dasatinib",3.53265
905956,"GSK343",3.190056
905956,"GSK2606414",4.66774
905956,"Buparlisib",1.281418
905956,"AGI-5198",3.622544
905956,"Picolinici-acid",6.06831
905956,"Sorafenib",2.033574
905956,"Doramapimod",4.797552
905956,"Ibrutinib",4.952591
905956,"Gemcitabine",0.206688
905956,"SCH772984",1.366215
905956,"P22077",5.753177
905956,"I-BRD9",6.076309
905956,"Avagacestat",3.34952
905956,"Ruxolitinib",5.14919
905956,"GSK2578215A",5.366907
905956,"Pictilisib",1.316757
905956,"KU-55933",5.685268
905956,"GDC0810",5.883168
905956,"VE821",5.078409
905956,"ABT737",3.537286
905956,"Sapitinib",5.595793
905956,"AZD5363",3.263209
905956,"Olaparib",5.97206
905956,"AZD8186",3.572778
905956,"MK-1775",2.193361
905956,"Refametinib",1.191796
905956,"AZD6738",3.366179
905956,"Alpelisib",4.042872
905956,"Nilotinib",2.991019
905956,"Afatinib",3.570404
905956,"LGK974",4.819074
905956,"GW441756",3.717748
905956,"Savolitinib",3.769722
905956,"XAV939",3.83607
905956,"Pevonedistat",2.693408
905956,"IWP-2",4.197777
905956,"Talazoparib",3.936548
905956,"5-Fluorouracil",5.247728
905956,"Entospletinib",4.447972
905956,"LY2109761",4.559522
905956,"Wee1 Inhibitor",2.089511
905956,"NVP-ADW742",2.193666
905956,"Irinotecan",2.335226
905956,"Fulvestrant",3.165987
905956,"JNK Inhibitor VIII",4.838366
905956,"Palbociclib",3.660927
905956,"Motesanib",6.323216
905956,"ML323",4.282932
905956,"Veliparib",6.374798
905956,"EPZ5676",6.152886
905956,"EHT-1864",2.899365
905956,"AGI-6780",5.72879
905956,"Axitinib",4.782168
905956,"Vinorelbine",-2.52075
905956,"VX-11e",2.413762
905956,"PLX-4720",2.632218
905956,"YK-4-279",1.991702
905956,"Taselisib",2.826274
905956,"Bortezomib",-4.755644
905956,"PFI3",6.230841
905956,"Afuresertib",1.842259
905956,"LJI308",3.796835
905956,"Vorinostat",0.879626
905956,"Trametinib",-1.818499
905956,"LCL161",4.564044
905956,"BIBR-1532",5.44416
905956,"Serdemetan",2.572565
905956,"Dinaciclib",-2.499804
905956,"BMS-345541",4.144551
905956,"Leflunomide",6.012902
905956,"Rucaparib",4.646697
905956,"Ulixertinib",1.586822
905956,"Telomerase Inhibitor IX",0.460361
905956,"Wnt-C59",4.56313
905956,"Linsitinib",5.250103
905956,"KRAS (G12C) Inhibitor-12",6.838168
905956,"Ipatasertib",4.330787
905956,"CZC24832",6.328948
905956,"MG-132",-1.07285
905956,"PCI-34051",5.265691
905956,"PRIMA-1MET",4.126872
905957,"Sorafenib",2.240222
905957,"VE-822",2.755932
905957,"AZD3759",3.363863
905957,"Tamoxifen",3.209733
905957,"Camptothecin",-0.686973
905957,"Dactolisib",-2.271641
905957,"Lapatinib",2.655084
905957,"Sapitinib",4.360058
905957,"Gefitinib",4.146004
905957,"WZ4003",4.686765
905957,"RVX-208",2.889629
905957,"AGI-6780",4.027732
905957,"WIKI4",4.011059
905957,"Sepantronium bromide",-0.842594
905957,"EPZ004777",4.691622
905957,"AMG-319",4.793454
905957,"OTX015",-0.578315
905957,"MK-8776",1.420576
905957,"SN-38",-3.141879
905957,"Pyridostatin",2.630679
905957,"Paclitaxel",-5.841122
905957,"MK-2206",1.131688
905957,"Luminespib",-3.013798
905957,"Osimertinib",3.252783
905957,"Bosutinib",3.305881
905957,"Cyclophosphamide",4.444229
905957,"Temozolomide",6.269943
905957,"Ibrutinib",5.699004
905957,"OF-1",5.535386
905957,"MN-64",4.990729
905957,"PD173074",2.840818
905957,"Tanespimycin",-1.737231
905957,"Dactinomycin",-2.954647
905957,"Buparlisib",0.433902
905957,"Niraparib",5.236225
905957,"Erlotinib",3.596228
905957,"Doramapimod",3.343552
905957,"Epirubicin",-0.328209
905957,"Docetaxel",-6.975105
905957,"PFI-1",2.802039
905957,"ZM447439",1.473071
905957,"Uprosertib",0.846097
905957,"JQ1",-0.563248
905957,"AGI-5198",5.029061
905957,"Mirin",3.721363
905957,"Lenalidomide",5.253817
905957,"Entinostat",1.625553
905957,"Crizotinib",2.854884
905957,"Staurosporine",-5.150046
905957,"IWP-2",3.081657
905957,"AZD6738",1.101618
905957,"AZD7762",-0.534343
905957,"Sabutoclax",-1.246449
905957,"SB216763",3.775502
905957,"AZ6102",2.059978
905957,"MK-1775",-0.108244
905957,"Wee1 Inhibitor",0.246823
905957,"Ribociclib",4.644218
905957,"Motesanib",5.812222
905957,"GSK2578215A",3.733062
905957,"Picolinici-acid",5.475623
905957,"Vismodegib",5.379574
905957,"Refametinib",1.767369
905957,"BMS-536924",1.870373
905957,"Oxaliplatin",5.589867
905957,"SB590885",4.881467
905957,"GSK343",3.350102
905957,"Lestaurtinib",0.600471
905957,"ABT737",2.338228
905957,"GSK591",4.157529
905957,"AT13148",2.142185
905957,"AZD8186",1.901613
905957,"LGK974",5.988454
905957,"Rapamycin",-3.876006
905957,"Gemcitabine",1.962251
905957,"OSI-027",0.235074
905957,"JNK Inhibitor VIII",5.343102
905957,"Alpelisib",2.422265
905957,"Entospletinib",3.064511
905957,"KU-55933",2.87074
905957,"GSK1904529A",4.34888
905957,"Dinaciclib",-3.545081
905957,"XAV939",5.112557
905957,"SCH772984",2.16975
905957,"Leflunomide",5.180547
905957,"BMS-754807",2.125822
905957,"Axitinib",2.139525
905957,"RO-3306",1.436495
905957,"LY2109761",5.375441
905957,"GW441756",3.856606
905957,"Pevonedistat",3.285381
905957,"Nutlin-3a (-)",4.737415
905957,"Ruxolitinib",5.338188
905957,"Wnt-C59",4.012318
905957,"Talazoparib",4.577601
905957,"Palbociclib",4.416939
905957,"Afatinib",1.454636
905957,"I-BET-762",1.562649
905957,"VE821",2.504586
905957,"Fulvestrant",2.971061
905957,"AZD5363",1.336319
905957,"Olaparib",4.300088
905957,"Linsitinib",5.404568
905957,"AZD4547",2.317595
905957,"Ulixertinib",3.652914
905957,"PLX-4720",2.886961
905957,"GDC0810",5.385353
905957,"MIRA-1",5.382636
905957,"VX-11e",3.761095
905957,"GSK2606414",3.548578
905957,"Vinorelbine",-4.567079
905957,"PD0325901",1.423808
905957,"Pictilisib",-0.406263
905957,"Veliparib",5.718678
905957,"P22077",5.597523
905957,"SGC0946",2.656519
905957,"LCL161",5.719086
905957,"KRAS (G12C) Inhibitor-12",5.636344
905957,"Nilotinib",1.148258
905957,"YK-4-279",1.181296
905957,"MG-132",-2.559438
905957,"Dasatinib",-2.584657
905957,"Avagacestat",3.430487
905957,"Taselisib",1.259
905957,"Savolitinib",3.520403
905957,"EHT-1864",5.217638
905957,"NU7441",0.639339
905957,"PRIMA-1MET",3.25366
905957,"5-Fluorouracil",4.857219
905957,"BMS-345541",3.469197
905957,"Afuresertib",1.612146
905957,"Vorinostat",0.485885
905957,"Selumetinib",3.95834
905957,"PRT062607",2.502295
905957,"I-BRD9",4.164035
905957,"Rucaparib",4.292082
905957,"Trametinib",0.361031
905957,"PFI3",4.322342
905957,"Ipatasertib",1.673774
905957,"Cediranib",0.91825
905957,"CZC24832",4.062318
905957,"Irinotecan",2.981924
905957,"Bortezomib",-6.011917
905957,"ML323",5.225658
905957,"Telomerase Inhibitor IX",-0.445871
905957,"NVP-ADW742",3.223538
905957,"Navitoclax",0.340242
905957,"BIBR-1532",5.899864
905957,"EPZ5676",6.138668
905957,"PCI-34051",4.786296
905957,"AZ960",0.459862
905957,"Foretinib",0.463255
905957,"LJI308",5.136894
905957,"Venetoclax",3.827015
905957,"Serdemetan",4.763187
905959,"Oxaliplatin",7.144914
905959,"Pyridostatin",3.503877
905959,"Doramapimod",6.734474
905959,"Mirin",4.842111
905959,"Sorafenib",6.18173
905959,"Sapitinib",2.230066
905959,"Ibrutinib",4.907936
905959,"PRT062607",4.714396
905959,"Temozolomide",8.058023
905959,"Lenalidomide",6.688052
905959,"PLX-4720",4.574718
905959,"RVX-208",6.706361
905959,"GSK1904529A",6.946508
905959,"Lapatinib",3.039563
905959,"Camptothecin",-1.426132
905959,"PD173074",4.529504
905959,"MK-8776",4.435165
905959,"Epirubicin",-0.054831
905959,"WIKI4",5.738262
905959,"Refametinib",3.572351
905959,"JQ1",3.315132
905959,"MK-2206",2.548905
905959,"OTX015",3.007678
905959,"Dactolisib",-1.365874
905959,"SCH772984",4.23629
905959,"Bosutinib",3.6295
905959,"Veliparib",6.89217
905959,"BMS-536924",3.842669
905959,"MK-1775",0.671181
905959,"Wee1 Inhibitor",2.080475
905959,"GDC0810",6.450249
905959,"Lestaurtinib",0.299135
905959,"SB590885",6.314561
905959,"MN-64",6.44847
905959,"Bortezomib",-3.710593
905959,"Venetoclax",2.470772
905959,"Foretinib",2.592511
905959,"Tamoxifen",4.79887
905959,"AMG-319",6.410899
905959,"XAV939",5.617724
905959,"AT13148",5.056831
905959,"EPZ5676",7.020926
905959,"Buparlisib",1.786264
905959,"Linsitinib",6.349888
905959,"PFI-1",5.647377
905959,"VE821",5.896909
905959,"Docetaxel",-3.17765
905959,"Dinaciclib",-0.266853
905959,"Gemcitabine",1.549487
905959,"Niraparib",4.763394
905959,"5-Fluorouracil",4.604
905959,"Talazoparib",3.010904
905959,"RO-3306",5.619461
905959,"Fulvestrant",4.681942
905959,"AZD3759",3.344256
905959,"AZD7762",0.053307
905959,"GSK2606414",4.452875
905959,"SN-38",-1.045186
905959,"KRAS (G12C) Inhibitor-12",7.483671
905959,"Sepantronium bromide",-4.600172
905959,"VX-11e",5.407064
905959,"SB216763",6.711036
905959,"AZ6102",4.391755
905959,"AGI-6780",6.621771
905959,"Entospletinib",4.551345
905959,"Entinostat",3.609636
905959,"WZ4003",6.118639
905959,"Osimertinib",0.543248
905959,"Motesanib",6.955275
905959,"ZM447439",4.377301
905959,"Telomerase Inhibitor IX",2.062487
905959,"Savolitinib",3.871922
905959,"LCL161",4.139508
905959,"I-BET-762",3.829061
905959,"Picolinici-acid",6.54462
905959,"BIBR-1532",6.614645
905959,"Avagacestat",6.676227
905959,"Vorinostat",2.379132
905959,"Vismodegib",6.979025
905959,"Gefitinib",2.974489
905959,"OF-1",6.30023
905959,"Pevonedistat",4.721676
905959,"Nilotinib",5.329728
905959,"Palbociclib",5.588969
905959,"KU-55933",6.292424
905959,"Olaparib",5.777096
905959,"GW441756",4.920235
905959,"VE-822",6.190203
905959,"ABT737",4.79082
905959,"GSK591",6.977392
905959,"Sabutoclax",3.339047
905959,"AGI-5198",5.406179
905959,"Axitinib",6.753558
905959,"OSI-027",3.664738
905959,"JNK Inhibitor VIII",6.789585
905959,"Crizotinib",5.998202
905959,"Leflunomide",4.811193
905959,"AZD5363",2.524031
905959,"Afatinib",1.503162
905959,"Vinorelbine",-1.157661
905959,"EPZ004777",6.250636
905959,"Luminespib",-1.084658
905959,"MIRA-1",6.977471
905959,"Navitoclax",5.635308
905959,"AZD8186",3.404784
905959,"PD0325901",2.473693
905959,"SGC0946",2.990027
905959,"Alpelisib",2.937615
905959,"Ribociclib",5.806777
905959,"Irinotecan",2.961795
905959,"GSK2578215A",6.341425
905959,"BMS-345541",6.518702
905959,"BMS-754807",6.180892
905959,"LGK974",6.07635
905959,"Rapamycin",-1.188171
905959,"AZD6738",1.669164
905959,"Dactinomycin",-3.376012
905959,"Nutlin-3a (-)",7.126915
905959,"AZD4547",3.778688
905959,"CZC24832",6.907568
905959,"Ipatasertib",2.984789
905959,"Trametinib",2.118984
905959,"NU7441",4.720782
905959,"Uprosertib",2.017621
905959,"AZ960",4.368108
905959,"Ulixertinib",5.583859
905959,"IWP-2",3.998923
905959,"Staurosporine",-2.270009
905959,"Ruxolitinib",5.263258
905959,"Paclitaxel",-2.613084
905959,"Dasatinib",0.713997
905959,"PRIMA-1MET",6.834188
905959,"PFI3",6.266289
905959,"LY2109761",6.941374
905959,"Erlotinib",2.427755
905959,"Wnt-C59",6.5659
905959,"EHT-1864",4.972868
905959,"Pictilisib",1.126867
905959,"Cyclophosphamide",6.281105
905959,"PCI-34051",5.744245
905959,"ML323",7.322049
905959,"Afuresertib",2.286417
905959,"MG-132",-0.938884
905959,"P22077",6.822158
905959,"Cediranib",4.27787
905959,"YK-4-279",3.772052
905959,"Selumetinib",5.142679
905959,"Tanespimycin",0.885142
905959,"Rucaparib",4.713488
905959,"Taselisib",0.637253
905959,"Serdemetan",5.209389
905959,"I-BRD9",5.903112
905959,"NVP-ADW742",6.294523
905959,"GSK343",4.237846
905959,"LJI308",7.103319
905960,"Lapatinib",2.650707
905960,"Oxaliplatin",3.512406
905960,"Sorafenib",1.987774
905960,"GSK1904529A",4.494636
905960,"PLX-4720",5.904167
905960,"Afatinib",1.705282
905960,"Doramapimod",4.173053
905960,"WIKI4",4.140279
905960,"Dasatinib",0.110852
905960,"MK-1775",0.964533
905960,"Ibrutinib",4.229404
905960,"GSK2606414",4.311332
905960,"Lenalidomide",5.582633
905960,"AZD7762",0.389277
905960,"Veliparib",5.256342
905960,"AMG-319",5.195863
905960,"Mirin",4.818763
905960,"SCH772984",0.966482
905960,"Wee1 Inhibitor",0.912811
905960,"Temozolomide",6.362859
905960,"Avagacestat",4.669595
905960,"Refametinib",0.67865
905960,"WZ4003",4.375312
905960,"Linsitinib",5.306014
905960,"GDC0810",4.525882
905960,"SB590885",3.482103
905960,"Camptothecin",-2.117922
905960,"PD173074",3.339745
905960,"Lestaurtinib",0.013757
905960,"Niraparib",3.062588
905960,"Bortezomib",-5.768815
905960,"Picolinici-acid",5.547139
905960,"Fulvestrant",3.115944
905960,"MN-64",4.934456
905960,"XAV939",5.331377
905960,"ABT737",1.597941
905960,"GSK591",3.364838
905960,"AT13148",2.624816
905960,"I-BET-762",2.124456
905960,"Entospletinib",3.062829
905960,"Tamoxifen",4.38258
905960,"Dactolisib",-2.03141
905960,"PFI-1",2.959067
905960,"Leflunomide",5.123132
905960,"BMS-536924",2.974383
905960,"Buparlisib",1.664225
905960,"OTX015",2.696302
905960,"Gemcitabine",0.360563
905960,"Paclitaxel",-2.420997
905960,"Olaparib",4.388864
905960,"Epirubicin",-1.854198
905960,"Dinaciclib",-3.347778
905960,"Luminespib",-3.425182
905960,"Staurosporine",-4.527419
905960,"VX-11e",1.897285
905960,"OF-1",4.41877
905960,"VE821",3.541615
905960,"SB216763",5.250366
905960,"AZD5363",4.711197
905960,"MK-8776",3.94616
905960,"AZD3759",2.891931
905960,"AZD6738",2.928584
905960,"Pyridostatin",3.085979
905960,"Motesanib",5.585484
905960,"AGI-5198",4.468732
905960,"PD0325901",-0.068557
905960,"Nilotinib",2.219435
905960,"RVX-208",5.535762
905960,"SN-38",-3.707783
905960,"EPZ5676",5.459771
905960,"JNK Inhibitor VIII",4.795672
905960,"Alpelisib",4.403162
905960,"Foretinib",1.627578
905960,"Entinostat",1.725672
905960,"5-Fluorouracil",4.37314
905960,"MK-2206",3.810832
905960,"Ribociclib",3.644657
905960,"RO-3306",3.199076
905960,"Uprosertib",3.414982
905960,"JQ1",0.964653
905960,"Vorinostat",0.931818
905960,"EPZ004777",5.203989
905960,"Sepantronium bromide",-5.680036
905960,"AGI-6780",5.519354
905960,"Docetaxel",-4.318636
905960,"Axitinib",3.306965
905960,"OSI-027",1.553252
905960,"Telomerase Inhibitor IX",-0.454708
905960,"Sabutoclax",1.683255
905960,"Palbociclib",2.955033
905960,"AZD8186",4.599654
905960,"Cyclophosphamide",5.573717
905960,"Venetoclax",3.454595
905960,"SGC0946",1.31962
905960,"Crizotinib",2.497011
905960,"Taselisib",3.056324
905960,"Vismodegib",5.347324
905960,"Ulixertinib",2.276382
905960,"BIBR-1532",5.396273
905960,"Dactinomycin",-5.84106
905960,"PRIMA-1MET",2.939776
905960,"Ruxolitinib",4.714039
905960,"KRAS (G12C) Inhibitor-12",4.132646
905960,"Pevonedistat",0.788661
905960,"Tanespimycin",1.655127
905960,"GSK2578215A",4.996121
905960,"Rapamycin",-3.300868
905960,"Gefitinib",3.832433
905960,"NU7441",2.192987
905960,"BMS-345541",2.706397
905960,"LCL161",4.844773
905960,"BMS-754807",3.264202
905960,"Afuresertib",3.561978
905960,"Irinotecan",2.892982
905960,"LGK974",4.806578
905960,"PRT062607",4.01168
905960,"AZ6102",2.89086
905960,"NVP-ADW742",2.801758
905960,"Navitoclax",0.912864
905960,"PFI3",5.530227
905960,"Nutlin-3a (-)",5.666631
905960,"PCI-34051",4.923508
905960,"Sapitinib",4.292429
905960,"Vinorelbine",-2.49938
905960,"Osimertinib",2.416985
905960,"VE-822",0.943062
905960,"YK-4-279",3.104599
905960,"Serdemetan",3.981362
905960,"GSK343",3.259321
905960,"AZD4547",2.076737
905960,"MIRA-1",5.416681
905960,"LY2109761",5.058453
905960,"IWP-2",3.187885
905960,"EHT-1864",4.873036
905960,"P22077",5.571154
905960,"Trametinib",-1.299057
905960,"GW441756",3.974345
905960,"KU-55933",4.691279
905960,"CZC24832",5.521349
905960,"Ipatasertib",4.862305
905960,"Savolitinib",2.824849
905960,"AZ960",2.162369
905960,"Talazoparib",3.569127
905960,"Selumetinib",2.838394
905960,"MG-132",-1.674471
905960,"LJI308",4.850576
905960,"Pictilisib",2.036338
905960,"Cediranib",2.495507
905960,"Erlotinib",3.225899
905960,"I-BRD9",3.333257
905960,"Bosutinib",2.463018
905960,"Rucaparib",3.543207
905960,"ML323",5.897566
905960,"Wnt-C59",4.784919
905960,"ZM447439",3.265635
905962,"Ibrutinib",6.899076
905962,"GDC0810",6.1753
905962,"Picolinici-acid",6.268381
905962,"BMS-536924",2.441633
905962,"Refametinib",-1.124333
905962,"Doramapimod",5.496839
905962,"PD173074",4.198377
905962,"WIKI4",6.058706
905962,"Lapatinib",5.259691
905962,"SB590885",7.540786
905962,"Lenalidomide",7.544894
905962,"Afatinib",2.078062
905962,"MN-64",6.450271
905962,"Uprosertib",5.757739
905962,"Mirin",4.44474
905962,"ABT737",3.482737
905962,"PD0325901",-2.612885
905962,"Staurosporine",-2.807406
905962,"Dinaciclib",-3.558535
905962,"Avagacestat",6.162432
905962,"OF-1",3.34772
905962,"AGI-5198",6.223872
905962,"Linsitinib",4.329771
905962,"PLX-4720",5.411276
905962,"GSK2606414",4.121123
905962,"Camptothecin",-3.182662
905962,"EPZ004777",5.919942
905962,"XAV939",5.119785
905962,"Dactolisib",-1.487279
905962,"Pyridostatin",4.192429
905962,"Temozolomide",6.733225
905962,"Leflunomide",5.443901
905962,"OSI-027",3.749199
905962,"RO-3306",3.117394
905962,"I-BET-762",3.562006
905962,"Oxaliplatin",2.35551
905962,"Rapamycin",-0.469289
905962,"AMG-319",7.255927
905962,"Sorafenib",2.72418
905962,"Motesanib",8.304398
905962,"GSK2578215A",6.931848
905962,"Fulvestrant",4.66748
905962,"SCH772984",0.278894
905962,"Entospletinib",4.607786
905962,"MK-1775",0.646991
905962,"Vorinostat",0.995005
905962,"GSK1904529A",5.198209
905962,"Luminespib",-3.270477
905962,"Gemcitabine",-1.582869
905962,"Dactinomycin",-5.509269
905962,"GSK591",4.245218
905962,"Axitinib",4.448863
905962,"AZD5363",5.087682
905962,"Pevonedistat",1.077716
905962,"BIBR-1532",6.33423
905962,"Tamoxifen",4.809416
905962,"5-Fluorouracil",4.826839
905962,"MK-2206",5.918964
905962,"Ribociclib",4.188871
905962,"PFI3",7.031463
905962,"JNK Inhibitor VIII",6.121728
905962,"ZM447439",3.837815
905962,"PFI-1",4.592878
905962,"Crizotinib",2.304073
905962,"Palbociclib",2.512171
905962,"Alpelisib",4.533737
905962,"AZD3759",4.525138
905962,"Nilotinib",4.616748
905962,"Buparlisib",1.491316
905962,"Sabutoclax",0.459354
905962,"Dasatinib",3.437531
905962,"Osimertinib",3.82462
905962,"MK-8776",6.270702
905962,"NU7441",3.632775
905962,"YK-4-279",1.184089
905962,"Paclitaxel",-3.732212
905962,"Venetoclax",4.120572
905962,"VE821",5.014862
905962,"SGC0946",3.13857
905962,"WZ4003",5.64283
905962,"OTX015",3.056321
905962,"PRT062607",3.525232
905962,"Nutlin-3a (-)",6.937962
905962,"PRIMA-1MET",3.691591
905962,"SB216763",7.48839
905962,"AGI-6780",4.678336
905962,"Lestaurtinib",-0.042592
905962,"CZC24832",7.096334
905962,"VX-11e",1.75014
905962,"EPZ5676",7.064234
905962,"LY2109761",6.055224
905962,"Vismodegib",6.606707
905962,"Ulixertinib",1.289009
905962,"MIRA-1",6.574422
905962,"Telomerase Inhibitor IX",0.322073
905962,"BMS-345541",3.248961
905962,"AT13148",4.571953
905962,"Olaparib",4.862201
905962,"AZD8186",5.080266
905962,"Pictilisib",2.63563
905962,"AZ6102",3.163208
905962,"AZD6738",3.039009
905962,"AZD7762",0.975226
905962,"P22077",5.719387
905962,"Sapitinib",5.79455
905962,"KRAS (G12C) Inhibitor-12",3.779877
905962,"BMS-754807",1.303905
905962,"Vinorelbine",-3.158912
905962,"Niraparib",3.972153
905962,"Selumetinib",-0.080054
905962,"Taselisib",3.979551
905962,"Gefitinib",5.351725
905962,"NVP-ADW742",3.840728
905962,"JQ1",3.23422
905962,"Sepantronium bromide",-6.745899
905962,"Ruxolitinib",6.208841
905962,"Veliparib",7.489874
905962,"Irinotecan",1.934385
905962,"Wee1 Inhibitor",2.4009
905962,"KU-55933",7.709581
905962,"Entinostat",2.091031
905962,"Docetaxel",-4.121476
905962,"Bortezomib",-4.99103
905962,"SN-38",-4.268584
905962,"VE-822",4.08566
905962,"EHT-1864",3.082919
905962,"Savolitinib",4.917558
905962,"Wnt-C59",4.476375
905962,"Talazoparib",2.031442
905962,"GW441756",4.355406
905962,"GSK343",4.157856
905962,"Navitoclax",1.132266
905962,"Bosutinib",4.925757
905962,"Trametinib",-2.938904
905962,"Foretinib",0.28199
905962,"Tanespimycin",-2.122434
905962,"Epirubicin",-1.132381
905962,"RVX-208",6.172036
905962,"Ipatasertib",5.721249
905962,"ML323",3.853238
905962,"Serdemetan",4.627208
905962,"LCL161",6.252676
905962,"Cyclophosphamide",6.776554
905962,"Afuresertib",5.213934
905962,"Erlotinib",4.987499
905962,"Cediranib",3.969541
905962,"Rucaparib",5.380313
905962,"IWP-2",4.007764
905962,"PCI-34051",4.668958
905962,"I-BRD9",5.89658
905962,"MG-132",-2.089528
905962,"LJI308",7.934509
905962,"AZ960",1.085902
905962,"LGK974",4.024059
905962,"AZD4547",4.839718
905964,"Doramapimod",4.702755
905964,"Axitinib",2.499797
905964,"I-BET-762",1.2346
905964,"Ibrutinib",3.032158
905964,"AZD5363",2.992882
905964,"RO-3306",2.18924
905964,"PD0325901",1.291962
905964,"GDC0810",4.570286
905964,"SB216763",4.703483
905964,"Mirin",4.271056
905964,"MN-64",3.943198
905964,"ABT737",-0.565073
905964,"Vorinostat",0.404358
905964,"Ribociclib",3.094383
905964,"Crizotinib",2.27382
905964,"BMS-536924",2.266988
905964,"OSI-027",0.386921
905964,"SGC0946",1.249317
905964,"GSK2606414",2.96748
905964,"Motesanib",4.419679
905964,"Leflunomide",4.519347
905964,"Refametinib",3.3025
905964,"Lenalidomide",4.302698
905964,"VX-11e",2.909177
905964,"Osimertinib",1.232728
905964,"KRAS (G12C) Inhibitor-12",2.95546
905964,"Pyridostatin",1.950661
905964,"Lapatinib",2.5275
905964,"WIKI4",3.573839
905964,"GSK1904529A",4.098124
905964,"Rapamycin",-3.753289
905964,"Luminespib",-2.911484
905964,"RVX-208",3.101351
905964,"JNK Inhibitor VIII",4.632912
905964,"LY2109761",3.730539
905964,"VE821",3.00051
905964,"AGI-5198",3.939827
905964,"PLX-4720",4.587277
905964,"AZD3759",2.672387
905964,"Lestaurtinib",-0.592237
905964,"VE-822",1.268346
905964,"SB590885",3.475982
905964,"MK-1775",0.342986
905964,"Fulvestrant",2.12824
905964,"Uprosertib",2.338369
905964,"Linsitinib",2.616322
905964,"Sabutoclax",-1.061003
905964,"Alpelisib",3.533606
905964,"Avagacestat",4.964089
905964,"Sorafenib",1.624907
905964,"AMG-319",4.274542
905964,"EPZ004777",3.25461
905964,"Buparlisib",0.569757
905964,"OTX015",0.251424
905964,"Dactolisib",-2.709488
905964,"EHT-1864",4.018138
905964,"P22077",3.190116
905964,"Entospletinib",2.199902
905964,"Nutlin-3a (-)",4.630457
905964,"Olaparib",3.100375
905964,"PFI-1",3.312794
905964,"Picolinici-acid",4.245414
905964,"Temozolomide",5.009974
905964,"Afatinib",1.40063
905964,"ZM447439",1.258904
905964,"Savolitinib",2.258328
905964,"Gefitinib",3.068788
905964,"Palbociclib",2.332315
905964,"Gemcitabine",-3.633757
905964,"OF-1",3.429726
905964,"XAV939",4.043298
905964,"AZD6738",0.316007
905964,"CZC24832",3.901306
905964,"BMS-754807",2.404984
905964,"Ulixertinib",1.902528
905964,"PD173074",3.522221
905964,"Entinostat",0.034809
