ccle_name,pubchem_cid,ic50
ACH-000484,25099184,2.637553
ACH-000915,25099184,1.782416
ACH-000381,25099184,1.225974
ACH-000447,25099184,0.952734
ACH-000228,25099184,2.013833
ACH-000587,25099184,2.528556
ACH-000181,25099184,1.338552
ACH-000860,25099184,1.489136
ACH-000218,25099184,-0.671709
ACH-000399,25099184,4.841571
ACH-000060,25099184,3.821962
ACH-000595,25099184,3.748399
ACH-000225,25099184,3.47079
ACH-000936,25099184,2.514104
ACH-000781,25099184,2.215657
ACH-000389,25099184,-0.224574
ACH-000802,25099184,1.287195
ACH-000359,25099184,1.538125
ACH-000874,25099184,0.055295
ACH-000657,25099184,0.838907
ACH-000943,25099184,1.515367
ACH-000640,25099184,1.572635
ACH-000643,25099184,2.166003
ACH-000392,25099184,3.232649
ACH-000963,25099184,3.391522
ACH-000197,25099184,-0.169935
ACH-000201,25099184,2.434814
ACH-000976,25099184,3.981004
ACH-000151,25099184,-0.035529
ACH-000956,25099184,3.972126
ACH-000363,25099184,0.108697
ACH-000900,25099184,1.894861
ACH-000866,25099184,0.83272
ACH-000311,25099184,0.041845
ACH-000305,25099184,1.604566
ACH-000825,25099184,2.285169
ACH-000273,25099184,0.844306
ACH-000189,25099184,5.09214
ACH-000718,25099184,2.881936
ACH-000846,25099184,1.879011
ACH-000783,25099184,4.666601
ACH-000768,25099184,2.162369
ACH-000379,25099184,2.455966
ACH-000425,25099184,4.732967
ACH-000677,25099184,3.19447
ACH-000917,25099184,1.953116
ACH-000665,25099184,2.27445
ACH-000098,25099184,1.315943
ACH-000078,25099184,-0.735422
ACH-000605,25099184,2.92782
ACH-000260,25099184,1.215575
ACH-000815,25099184,0.147767
ACH-000356,25099184,3.977705
ACH-000998,25099184,4.156115
ACH-000626,25099184,0.856469
ACH-000347,25099184,3.525185
ACH-000717,25099184,3.459681
ACH-000871,25099184,-0.698888
ACH-000082,25099184,1.209111
ACH-000840,25099184,1.696167
ACH-000803,25099184,3.032415
ACH-000527,25099184,3.923441
ACH-000210,25099184,0.707661
ACH-000386,25099184,0.42001
ACH-000738,25099184,1.78515
ACH-000570,25099184,1.209593
ACH-000828,25099184,6.005403
ACH-000472,25099184,1.100414
ACH-000609,25099184,0.529302
ACH-000323,25099184,1.070579
ACH-000548,25099184,1.586909
ACH-000790,25099184,1.487112
ACH-000090,25099184,3.151799
ACH-000906,25099184,2.933931
ACH-000008,25099184,1.86581
ACH-000348,25099184,1.106516
ACH-000411,25099184,1.893577
ACH-000384,25099184,5.197147
ACH-000374,25099184,4.132126
ACH-000843,25099184,1.2343
ACH-000708,25099184,2.819399
ACH-000806,25099184,-0.744503
ACH-000603,25099184,1.963083
ACH-000245,25099184,-0.496632
ACH-000579,25099184,5.968178
ACH-000493,25099184,1.969972
ACH-001016,25099184,1.606068
ACH-000678,25099184,1.902145
ACH-000301,25099184,-0.103629
ACH-000981,25099184,-0.067157
ACH-000885,25099184,1.801664
ACH-000109,25099184,2.743588
ACH-000536,25099184,4.693932
ACH-000401,25099184,2.965348
ACH-000156,25099184,0.467561
ACH-000176,25099184,2.454618
ACH-000882,25099184,3.323484
ACH-000135,25099184,0.262387
ACH-000827,25099184,2.267793
ACH-000789,25099184,2.802457
ACH-000589,25099184,0.29475
ACH-000852,25099184,4.992426
ACH-000572,25099184,2.78787
ACH-000586,25099184,0.221048
ACH-000019,25099184,5.486831
ACH-000656,25099184,2.793114
ACH-000793,25099184,1.554143
ACH-000121,25099184,6.809451
ACH-000668,25099184,3.770555
ACH-000364,25099184,1.857506
ACH-000730,25099184,2.86752
ACH-000243,25099184,1.547009
ACH-000269,25099184,2.313748
ACH-000716,25099184,5.191517
ACH-000111,25099184,-0.564939
ACH-000652,25099184,5.815938
ACH-000287,25099184,-0.351482
ACH-000535,25099184,3.207582
ACH-000805,25099184,4.852051
ACH-000826,25099184,1.374361
ACH-000615,25099184,1.701172
ACH-000934,25099184,0.6599
ACH-000450,25099184,3.974396
ACH-000702,25099184,-2.940232
ACH-000821,25099184,0.777057
ACH-000863,25099184,3.108302
ACH-000394,25099184,1.265693
ACH-000744,25099184,2.891879
ACH-000249,25099184,2.441422
ACH-000905,25099184,2.098873
ACH-000416,25099184,0.643055
ACH-000067,25099184,-0.016504
ACH-000491,25099184,-0.138359
ACH-000835,25099184,1.487687
ACH-000373,25099184,0.107414
ACH-000267,25099184,0.481905
ACH-000186,25099184,4.149553
ACH-000713,25099184,0.224212
ACH-000070,25099184,-0.799475
ACH-000788,25099184,1.645328
ACH-000763,25099184,3.45892
ACH-000157,25099184,-1.479632
ACH-000352,25099184,5.167511
ACH-000947,25099184,3.547796
ACH-000929,25099184,1.661193
ACH-000355,25099184,-0.287833
ACH-000918,25099184,-0.564453
ACH-000810,25099184,3.31948
ACH-000171,25099184,4.572717
ACH-000295,25099184,-0.038759
ACH-000410,25099184,1.191252
ACH-000366,25099184,1.083736
ACH-000703,25099184,3.553908
ACH-000693,25099184,2.627317
ACH-000501,25099184,4.672138
ACH-000062,25099184,0.400552
ACH-000091,25099184,3.940657
ACH-000408,25099184,4.191564
ACH-000308,25099184,3.6938
ACH-000971,25099184,0.275863
ACH-000780,25099184,2.22371
ACH-000745,25099184,0.580995
ACH-000334,25099184,1.479419
ACH-000647,25099184,2.211687
ACH-000482,25099184,2.520301
ACH-000439,25099184,3.419289
ACH-000473,25099184,0.523648
ACH-000475,25099184,1.025763
ACH-000159,25099184,3.070416
ACH-000004,25099184,-0.44981
ACH-001306,25099184,3.492313
ACH-000270,25099184,4.840176
ACH-000430,25099184,3.377782
ACH-000784,25099184,3.165329
ACH-000752,25099184,3.635527
ACH-000814,25099184,1.884453
ACH-000980,25099184,2.40889
ACH-000619,25099184,2.542783
ACH-000688,25099184,0.365358
ACH-000566,25099184,1.418388
ACH-000254,25099184,3.360917
ACH-000679,25099184,2.400035
ACH-000120,25099184,0.05929
ACH-000913,25099184,-0.115679
ACH-000974,25099184,1.624039
ACH-000518,25099184,0.764235
ACH-000554,25099184,5.482407
ACH-000714,25099184,-0.620495
ACH-000147,25099184,3.717433
ACH-000421,25099184,4.403614
ACH-000614,25099184,5.58005
ACH-000930,25099184,1.412395
ACH-000048,25099184,1.690444
ACH-000812,25099184,2.547842
ACH-000651,25099184,1.085902
ACH-000562,25099184,0.833483
ACH-000380,25099184,-0.30825
ACH-000469,25099184,0.472429
ACH-000488,25099184,-0.075261
ACH-000560,25099184,-0.003565
ACH-000137,25099184,1.260308
ACH-000250,25099184,2.620012
ACH-000960,25099184,0.873996
ACH-000876,25099184,3.556546
ACH-000638,25099184,5.495515
ACH-000617,25099184,5.21284
ACH-000559,25099184,3.245499
ACH-000680,25099184,4.521182
ACH-000849,25099184,1.251688
ACH-000294,25099184,-1.453257
ACH-000320,25099184,2.470531
ACH-000616,25099184,3.653162
ACH-000953,25099184,1.090814
ACH-000059,25099184,2.21264
ACH-000414,25099184,2.497817
ACH-000663,25099184,1.423334
ACH-000456,25099184,1.914651
ACH-000965,25099184,4.687034
ACH-000832,25099184,-0.156559
ACH-000096,25099184,0.751734
ACH-000905,78209992,1.011189
ACH-000878,78209992,3.870551
ACH-000938,78209992,1.812064
ACH-000439,78209992,2.586114
ACH-000073,78209992,3.474945
ACH-000647,78209992,1.946134
ACH-000911,78209992,0.950957
ACH-000974,78209992,2.457242
ACH-000754,78209992,2.347022
ACH-000663,78209992,2.105311
ACH-000648,78209992,3.89338
ACH-000560,78209992,2.838326
ACH-000670,78209992,2.73798
ACH-000825,78209992,3.873354
ACH-000986,78209992,1.743894
ACH-000607,78209992,2.623902
ACH-000004,78209992,1.687757
ACH-000247,78209992,3.661778
ACH-000335,78209992,2.718706
ACH-000245,78209992,1.122535
ACH-000401,78209992,1.736446
ACH-000315,78209992,2.707847
ACH-000969,78209992,2.409274
ACH-001306,78209992,3.896362
ACH-000947,78209992,2.287295
ACH-000570,78209992,2.15241
ACH-000429,78209992,2.688567
ACH-000927,78209992,4.601351
ACH-000231,78209992,3.609026
ACH-000780,78209992,2.925137
ACH-000948,78209992,3.051693
ACH-000913,78209992,2.026712
ACH-000953,78209992,2.568059
ACH-000416,78209992,2.975563
ACH-000915,78209992,3.00481
ACH-000866,78209992,2.766489
ACH-000857,78209992,3.572382
ACH-000740,78209992,3.204012
ACH-000572,78209992,3.047335
ACH-000191,78209992,3.248561
ACH-000148,78209992,3.363863
ACH-000303,78209992,2.751443
ACH-000221,78209992,3.111356
ACH-000879,78209992,2.740747
ACH-000828,78209992,4.051452
ACH-000846,78209992,0.754183
ACH-000816,78209992,2.99749
ACH-000985,78209992,4.302284
ACH-000830,78209992,2.62904
ACH-000792,78209992,2.171424
ACH-000880,78209992,2.474718
ACH-000674,78209992,1.102503
ACH-000971,78209992,3.169557
ACH-000652,78209992,3.683549
ACH-000718,78209992,2.915411
ACH-000637,78209992,0.627325
ACH-000258,78209992,2.161913
ACH-000920,78209992,2.001551
ACH-000960,78209992,2.361083
ACH-000248,78209992,1.940468
ACH-000072,78209992,2.552662
ACH-000858,78209992,2.845691
ACH-000271,78209992,1.668261
ACH-000386,78209992,2.870401
ACH-000860,78209992,2.449901
ACH-000440,78209992,2.377471
ACH-000599,78209992,3.839487
ACH-000788,78209992,2.239638
ACH-000223,78209992,2.898591
ACH-000447,78209992,4.096637
ACH-000656,78209992,1.246185
ACH-000824,78209992,1.795249
ACH-000087,78209992,2.477115
ACH-000008,78209992,2.984418
ACH-000849,78209992,1.115455
ACH-000546,78209992,1.560377
ACH-000304,78209992,3.856542
ACH-000330,78209992,3.029861
ACH-000787,78209992,2.627729
ACH-000437,78209992,3.35913
ACH-000001,78209992,2.435404
ACH-000473,78209992,2.283334
ACH-000595,78209992,2.786572
ACH-000950,78209992,1.433445
ACH-000963,78209992,-0.349224
ACH-000187,78209992,3.091202
ACH-000640,78209992,1.372305
ACH-000867,78209992,1.529422
ACH-000776,78209992,3.350542
ACH-000956,78209992,3.401229
ACH-000772,78209992,1.868737
ACH-000288,78209992,3.74542
ACH-000363,78209992,3.798307
ACH-000250,78209992,3.76082
ACH-000115,78209992,3.374014
ACH-000472,78209992,1.433348
ACH-000775,78209992,3.091855
ACH-000614,78209992,1.74192
ACH-000655,78209992,3.487938
ACH-000478,78209992,3.793413
ACH-000874,78209992,2.189133
ACH-000559,78209992,3.972237
ACH-000438,78209992,3.644712
ACH-000264,78209992,4.541442
ACH-000470,78209992,1.426495
ACH-000379,78209992,2.637953
ACH-000196,78209992,3.042849
ACH-000505,78209992,3.671332
ACH-000260,78209992,2.912621
ACH-000917,78209992,3.134394
ACH-000900,78209992,3.234628
ACH-000159,78209992,2.491589
ACH-000456,78209992,2.762921
ACH-000450,78209992,2.132141
ACH-000793,78209992,3.673226
ACH-000527,78209992,2.130449
ACH-000603,78209992,3.241571
ACH-000802,78209992,2.531303
ACH-000109,78209992,-1.703293
ACH-000116,78209992,3.14443
ACH-000717,78209992,3.227803
ACH-000074,78209992,0.880275
ACH-000482,78209992,1.493376
ACH-000226,78209992,1.745861
ACH-000054,78209992,3.988228
ACH-000688,78209992,1.557784
ACH-000457,78209992,0.169957
ACH-000605,78209992,0.590257
ACH-000750,78209992,3.178482
ACH-000702,78209992,2.159473
ACH-000396,78209992,2.633091
ACH-000803,78209992,2.626506
ACH-000853,78209992,3.027993
ACH-000722,78209992,4.262518
ACH-000352,78209992,5.052654
ACH-000147,78209992,2.17363
ACH-000696,78209992,2.84275
ACH-000186,78209992,3.545671
ACH-000665,78209992,1.861789
ACH-000488,78209992,0.979841
ACH-000716,78209992,4.524415
ACH-000232,78209992,2.736401
ACH-000249,78209992,4.218501
ACH-000749,78209992,3.283368
ACH-000355,78209992,2.090353
ACH-000408,78209992,3.200603
ACH-000273,78209992,2.798032
ACH-000694,78209992,2.746912
ACH-000222,78209992,4.920827
ACH-000815,78209992,2.117388
ACH-000111,78209992,2.710402
ACH-001016,78209992,2.813586
ACH-000937,78209992,2.967883
ACH-000082,78209992,3.501099
ACH-000708,78209992,0.907137
ACH-000555,78209992,3.243068
ACH-000389,78209992,2.771647
ACH-000384,78209992,3.596918
ACH-000212,78209992,4.852654
ACH-000929,78209992,0.540062
ACH-000506,78209992,3.337067
ACH-000197,78209992,1.437483
ACH-000161,78209992,-0.31057
ACH-000752,78209992,2.643627
ACH-000486,78209992,2.921182
ACH-000781,78209992,2.256547
ACH-000360,78209992,-0.228278
ACH-000840,78209992,1.184826
ACH-000580,78209992,3.2216
ACH-000350,78209992,2.458084
ACH-000137,78209992,2.866676
ACH-000881,78209992,3.761317
ACH-000530,78209992,3.214395
ACH-000998,78209992,2.505027
ACH-000650,78209992,2.99306
ACH-000660,78209992,1.022653
ACH-000211,78209992,2.642021
ACH-000070,78209992,2.137025
ACH-000421,78209992,2.788376
ACH-000504,78209992,2.125023
ACH-000871,78209992,1.891947
ACH-000918,78209992,1.430683
ACH-000713,78209992,2.630414
ACH-000062,78209992,1.540553
ACH-000698,78209992,3.551255
ACH-000366,78209992,2.036582
ACH-000425,78209992,2.400935
ACH-000414,78209992,2.080321
ACH-000810,78209992,3.278957
ACH-000978,78209992,3.519087
ACH-000189,78209992,2.022344
ACH-000480,78209992,3.90513
ACH-000518,78209992,1.130736
ACH-000856,78209992,2.797028
ACH-000121,78209992,5.231141
ACH-000932,78209992,3.03354
ACH-000156,78209992,2.381967
ACH-000617,78209992,3.755895
ACH-000562,78209992,2.995937
ACH-000677,78209992,4.513515
ACH-000320,78209992,3.086407
ACH-000392,78209992,3.450456
ACH-000681,78209992,1.811512
ACH-000823,78209992,1.089555
ACH-000579,78209992,4.248954
ACH-000738,78209992,4.01855
ACH-000888,78209992,4.476851
ACH-000812,78209992,2.519101
ACH-000514,78209992,3.770021
ACH-000489,78209992,2.469231
ACH-000934,78209992,1.924734
ACH-000476,78209992,3.252028
ACH-000106,78209992,3.019815
ACH-000535,78209992,1.685169
ACH-000475,78209992,3.48483
ACH-000624,78209992,0.841951
ACH-000135,78209992,2.804646
ACH-000244,78209992,2.759826
ACH-000626,78209992,3.551861
ACH-000521,78209992,0.423402
ACH-000744,78209992,1.011537
ACH-000936,78209992,0.894284
ACH-000625,78209992,1.404278
ACH-000970,78209992,3.053289
ACH-000294,78209992,1.267806
ACH-000783,78209992,2.783362
ACH-000651,78209992,4.525138
ACH-000852,78209992,2.440819
ACH-000035,78209992,0.874386
ACH-000615,78209992,2.79759
ACH-000515,78209992,0.842488
ACH-000566,78209992,3.145577
ACH-000225,78209992,1.734565
ACH-000096,78209992,3.02983
ACH-000430,78209992,3.761377
ACH-000896,78209992,2.159125
ACH-000786,78209992,2.565314
ACH-000997,78209992,2.776912
ACH-000939,78209992,2.901332
ACH-000680,78209992,3.989832
ACH-000081,78209992,2.907482
ACH-000198,78209992,1.340051
ACH-000105,78209992,2.203446
ACH-000778,78209992,1.363085
ACH-000138,78209992,2.64524
ACH-000945,78209992,3.281836
ACH-000157,78209992,2.748496
ACH-000589,78209992,2.481533
ACH-000965,78209992,2.758742
ACH-000585,78209992,3.542734
ACH-000638,78209992,4.746324
ACH-000893,78209992,2.443774
ACH-000720,78209992,3.69856
ACH-000188,78209992,1.97408
ACH-000821,78209992,2.761769
ACH-000835,78209992,3.864796
ACH-000219,78209992,2.952809
ACH-000364,78209992,3.498671
ACH-000944,78209992,2.575794
ACH-000501,78209992,1.975977
ACH-000120,78209992,3.290669
ACH-000693,78209992,0.730859
ACH-000305,78209992,-0.190495
ACH-000586,78209992,3.052315
ACH-000672,78209992,3.923937
ACH-000678,78209992,2.529048
ACH-000565,78209992,2.403873
ACH-000790,78209992,2.024348
ACH-000181,78209992,1.707431
ACH-000995,78209992,2.172806
ACH-000298,78209992,2.690451
ACH-000627,78209992,4.160903
ACH-000906,78209992,3.156903
ACH-000649,78209992,2.130883
ACH-000805,78209992,2.612702
ACH-000162,78209992,2.297898
ACH-000469,78209992,3.221133
ACH-000347,78209992,3.066612
ACH-000876,78209992,2.624125
ACH-000091,78209992,3.353259
ACH-000359,78209992,3.035924
ACH-000768,78209992,2.891931
ACH-000481,78209992,2.626536
ACH-000238,78209992,3.258459
ACH-000817,78209992,2.672387
ACH-000910,78209992,3.34978
ACH-000491,78209992,4.034699
ACH-000619,78209992,1.442479
ACH-000146,78209992,1.534813
ACH-000267,78209992,2.767233
ACH-000113,78209992,0.95496
ACH-000343,78209992,2.762315
ACH-000176,78209992,0.737786
ACH-000242,78209992,2.680664
ACH-000236,78209992,3.854749
ACH-000201,78209992,4.127072
ACH-000563,78209992,3.442074
ACH-000114,78209992,2.589057
ACH-000613,78209992,2.233373
ACH-000394,78209992,3.198426
ACH-000890,78209992,5.24261
ACH-000171,78209992,4.408632
ACH-000573,78209992,2.662429
ACH-000784,78209992,3.024735
ACH-000023,78209992,3.599147
ACH-000357,78209992,1.802456
ACH-000643,78209992,-0.424677
ACH-000859,78209992,2.010316
ACH-000174,78209992,3.376853
ACH-000745,78209992,2.586416
ACH-000811,78209992,3.344256
ACH-000610,78209992,1.747145
ACH-000703,78209992,3.043318
ACH-000169,78209992,3.654092
ACH-000789,78209992,3.495607
ACH-000210,78209992,3.111648
ACH-000322,78209992,3.416009
ACH-000763,78209992,2.098592
ACH-000269,78209992,2.643414
ACH-000882,78209992,2.978182
ACH-000002,78209992,2.150997
ACH-000548,78209992,1.310576
ACH-000554,78209992,2.157006
ACH-000968,78209992,3.239911
ACH-000380,78209992,1.976963
ACH-000930,78209992,2.344735
ACH-000417,78209992,3.029725
ACH-000311,78209992,1.687546
ACH-000254,78209992,1.886156
ACH-000924,78209992,2.794443
ACH-000287,78209992,2.089848
ACH-000657,78209992,3.388132
ACH-000800,78209992,2.251156
ACH-000200,78209992,5.019034
ACH-000153,78209992,3.879223
ACH-000794,78209992,2.5107
ACH-000374,78209992,1.860551
ACH-000989,78209992,0.466794
ACH-000228,78209992,2.141716
ACH-000869,78209992,0.769923
ACH-000323,78209992,2.921961
ACH-000009,78209992,2.73475
ACH-000496,78209992,2.893006
ACH-000318,78209992,1.890495
ACH-000806,78209992,2.773058
ACH-000332,78209992,4.241089
ACH-000654,78209992,2.766312
ACH-000104,78209992,2.176556
ACH-000628,78209992,4.048966
ACH-000751,78209992,2.721391
ACH-000295,78209992,2.616009
ACH-000814,78209992,2.049086
ACH-000832,78209992,0.332912
ACH-000451,78209992,3.575221
ACH-000983,78209992,2.367864
ACH-000587,78209992,3.137394
ACH-000441,78209992,3.607802
ACH-000207,78209992,0.650528
ACH-000308,78209992,3.121526
ACH-000980,78209992,2.416766
ACH-000864,78209992,2.594046
ACH-000301,78209992,1.732107
ACH-000356,78209992,3.996729
ACH-000434,78209992,3.822469
ACH-000863,78209992,3.995534
ACH-000378,78209992,1.335795
ACH-000616,78209992,3.482171
ACH-000059,78209992,2.139909
ACH-000204,78209992,1.861213
ACH-000376,78209992,1.992829
ACH-000060,78209992,4.736912
ACH-000668,78209992,2.468107
ACH-000714,78209992,1.905341
ACH-000052,78209992,2.48161
ACH-000957,78209992,2.367869
ACH-000885,78209992,2.702035
ACH-000403,78209992,1.828727
ACH-000411,78209992,0.756215
ACH-000679,78209992,3.56436
ACH-000142,78209992,1.203069
ACH-000243,78209992,2.570147
ACH-000348,78209992,2.34115
ACH-000922,78209992,1.61914
ACH-000981,78209992,1.895152
ACH-000449,78209992,2.735636
ACH-000144,78209992,3.410028
ACH-000270,78209992,2.606564
ACH-000976,78209992,2.567425
ACH-000373,78209992,1.839203
ACH-000609,78209992,2.644122
ACH-000400,78209992,2.083693
ACH-000536,78209992,2.417671
ACH-000078,78209992,1.646295
ACH-000827,78209992,3.436511
ACH-000662,78209992,3.685854
ACH-000826,78209992,0.367848
ACH-000018,78209992,3.050994
ACH-000090,78209992,3.468139
ACH-000644,78209992,3.956133
ACH-000596,78209992,3.432844
ACH-000730,78209992,2.634794
ACH-000493,78209992,4.094457
ACH-000841,78209992,4.473795
ACH-000291,78209992,4.034868
ACH-000399,78209992,3.477358
ACH-000046,78209992,0.787548
ACH-001307,78209992,3.544132
ACH-000420,78209992,3.385002
ACH-000334,78209992,2.642466
ACH-000067,78209992,1.451611
ACH-001075,78209992,-0.86673
ACH-000558,78209992,2.703509
ACH-000061,78209992,3.477233
ACH-000019,78209992,3.719637
ACH-000048,78209992,2.019272
ACH-000381,78209992,1.58309
ACH-000991,78209992,1.735658
ACH-000943,78209992,3.349627
ACH-000621,78209992,3.328131
ACH-000218,78209992,2.620116
ACH-000098,78209992,2.681685
ACH-000484,78209992,2.380529
ACH-000843,78209992,2.09735
ACH-000822,78209992,3.681948
ACH-000151,78209992,1.46184
ACH-000551,78209992,2.357302
ACH-000410,78209992,3.716453
ACH-000966,78209992,0.498506
ACH-000210,51039095,1.507147
ACH-000002,51039095,2.500064
ACH-000605,51039095,1.783996
ACH-000105,51039095,0.941493
ACH-000535,51039095,3.007314
ACH-000708,51039095,4.276806
ACH-001075,51039095,2.928121
ACH-000157,51039095,1.028443
ACH-000486,51039095,2.758094
ACH-000693,51039095,2.062567
ACH-000621,51039095,2.48857
ACH-000565,51039095,4.099747
ACH-000740,51039095,2.774753
ACH-000670,51039095,1.75782
ACH-000830,51039095,3.898543
ACH-000939,51039095,3.082103
ACH-000104,51039095,1.23577
ACH-000947,51039095,5.346133
ACH-000840,51039095,3.96146
ACH-000493,51039095,3.811824
ACH-000702,51039095,2.75114
ACH-000879,51039095,1.602188
ACH-000476,51039095,1.805775
ACH-000298,51039095,4.545313
ACH-000937,51039095,1.589416
ACH-000174,51039095,3.272539
ACH-000536,51039095,2.440786
ACH-000900,51039095,2.774075
ACH-001016,51039095,3.567238
ACH-000637,51039095,2.844685
ACH-000640,51039095,4.854793
ACH-000228,51039095,2.127906
ACH-000579,51039095,3.072527
ACH-000378,51039095,3.617801
ACH-000595,51039095,1.871757
ACH-000938,51039095,2.165054
ACH-000332,51039095,4.432636
ACH-000698,51039095,1.752478
ACH-000232,51039095,2.30064
ACH-000857,51039095,3.494285
ACH-000913,51039095,1.489424
ACH-000744,51039095,2.257761
ACH-000421,51039095,3.685119
ACH-000348,51039095,1.82751
ACH-000880,51039095,2.593257
ACH-000572,51039095,1.889091
ACH-000752,51039095,1.934485
ACH-000828,51039095,4.509609
ACH-000856,51039095,1.234176
ACH-000335,51039095,0.710901
ACH-000790,51039095,2.603153
ACH-000343,51039095,2.395098
ACH-000146,51039095,3.559901
ACH-000447,51039095,3.781378
ACH-000617,51039095,2.654856
ACH-000749,51039095,3.148284
ACH-000665,51039095,3.624439
ACH-000197,51039095,1.491063
ACH-000824,51039095,3.945178
ACH-000414,51039095,2.447475
ACH-000957,51039095,5.327839
ACH-000586,51039095,2.090034
ACH-000835,51039095,3.317329
ACH-000794,51039095,2.86846
ACH-000778,51039095,1.915922
ACH-000087,51039095,0.328116
ACH-000976,51039095,3.090674
ACH-000440,51039095,1.372318
ACH-000936,51039095,5.788328
ACH-000062,51039095,2.282628
ACH-000920,51039095,2.168504
ACH-000811,51039095,3.778688
ACH-000294,51039095,1.866963
ACH-000429,51039095,0.895095
ACH-000821,51039095,1.979359
ACH-000357,51039095,1.856408
ACH-000138,51039095,2.215243
ACH-000703,51039095,5.345388
ACH-000518,51039095,1.747787
ACH-000191,51039095,2.831762
ACH-000722,51039095,2.613661
ACH-000649,51039095,1.469137
ACH-000430,51039095,2.669937
ACH-000772,51039095,3.118586
ACH-000350,51039095,5.732473
ACH-000226,51039095,0.574621
ACH-000751,51039095,1.19827
ACH-000910,51039095,2.141925
ACH-000934,51039095,2.273936
ACH-000613,51039095,2.487313
ACH-000750,51039095,2.356154
ACH-000555,51039095,1.619861
ACH-000078,51039095,2.417095
ACH-000115,51039095,1.891059
ACH-000142,51039095,2.052477
ACH-000546,51039095,2.91949
ACH-000918,51039095,0.922203
ACH-000052,51039095,0.932689
ACH-000330,51039095,1.860043
ACH-000554,51039095,5.730489
ACH-000410,51039095,3.07221
ACH-000832,51039095,2.628852
ACH-000082,51039095,-0.81624
ACH-000081,51039095,-0.739505
ACH-000841,51039095,4.130962
ACH-000303,51039095,2.580404
ACH-000822,51039095,2.955919
ACH-000116,51039095,1.623064
ACH-000504,51039095,3.112675
ACH-000061,51039095,2.276553
ACH-000694,51039095,3.010757
ACH-000054,51039095,2.045529
ACH-000258,51039095,0.386869
ACH-000072,51039095,1.850921
ACH-000944,51039095,1.258134
ACH-000400,51039095,2.498786
ACH-000677,51039095,3.85882
ACH-000863,51039095,3.230717
ACH-000301,51039095,1.966003
ACH-000915,51039095,2.873264
ACH-000515,51039095,3.486682
ACH-000530,51039095,1.323169
ACH-000347,51039095,5.702143
ACH-000616,51039095,3.606058
ACH-000004,51039095,2.65982
ACH-000714,51039095,1.093749
ACH-000189,51039095,2.908544
ACH-000896,51039095,2.025764
ACH-000008,51039095,2.763516
ACH-000882,51039095,2.735969
ACH-000768,51039095,2.076737
ACH-000363,51039095,2.470976
ACH-000626,51039095,3.466625
ACH-000238,51039095,3.34707
ACH-000783,51039095,2.733936
ACH-000374,51039095,3.470668
ACH-000627,51039095,3.183671
ACH-000932,51039095,0.592403
ACH-000408,51039095,3.651606
ACH-000207,51039095,1.894224
ACH-000420,51039095,4.141095
ACH-000308,51039095,5.458388
ACH-000628,51039095,0.229153
ACH-000864,51039095,3.465486
ACH-000718,51039095,5.708967
ACH-000929,51039095,3.599117
ACH-000243,51039095,2.859435
ACH-000211,51039095,1.559552
ACH-000379,51039095,2.360063
ACH-000373,51039095,2.016179
ACH-000950,51039095,2.295657
ACH-000989,51039095,2.216791
ACH-000906,51039095,2.15783
ACH-000249,51039095,6.126724
ACH-000359,51039095,2.476175
ACH-000521,51039095,3.34599
ACH-000814,51039095,4.772992
ACH-000991,51039095,4.060597
ACH-000364,51039095,1.506393
ACH-000738,51039095,1.052178
ACH-000352,51039095,3.189794
ACH-000109,51039095,6.105303
ACH-000619,51039095,5.179904
ACH-000506,51039095,3.664446
ACH-000657,51039095,-0.842293
ACH-000305,51039095,1.816842
ACH-000291,51039095,3.744572
ACH-000754,51039095,0.853184
ACH-000437,51039095,1.954125
ACH-000488,51039095,2.920456
ACH-000489,51039095,5.915439
ACH-000188,51039095,5.108963
ACH-000111,51039095,1.166208
ACH-000981,51039095,1.892071
ACH-000481,51039095,1.997307
ACH-000218,51039095,2.812715
ACH-000295,51039095,1.276024
ACH-000070,51039095,0.488704
ACH-000144,51039095,0.803927
ACH-000562,51039095,3.845793
ACH-001306,51039095,3.909837
ACH-000945,51039095,2.48845
ACH-000596,51039095,2.840719
ACH-000386,51039095,-1.299482
ACH-000624,51039095,1.534754
ACH-000356,51039095,3.613795
ACH-000225,51039095,4.230763
ACH-000009,51039095,6.397035
ACH-000893,51039095,3.097344
ACH-000983,51039095,0.262443
ACH-000654,51039095,1.70439
ACH-000867,51039095,4.591988
ACH-000403,51039095,3.633466
ACH-000392,51039095,3.706199
ACH-000730,51039095,6.000137
ACH-000953,51039095,2.338925
ACH-000254,51039095,2.538878
ACH-000320,51039095,3.378491
ACH-000450,51039095,2.437237
ACH-000247,51039095,3.730832
ACH-000384,51039095,0.944922
ACH-000922,51039095,1.487562
ACH-000469,51039095,3.477775
ACH-000046,51039095,3.517244
ACH-000587,51039095,2.193794
ACH-000803,51039095,3.306079
ACH-000322,51039095,2.82842
ACH-000212,51039095,2.086011
ACH-000614,51039095,5.743449
ACH-000679,51039095,2.713637
ACH-000221,51039095,1.880273
ACH-000776,51039095,3.606498
ACH-000812,51039095,3.165452
ACH-000625,51039095,-0.257785
ACH-000186,51039095,6.754529
ACH-000551,51039095,2.476159
ACH-000852,51039095,2.218468
ACH-000355,51039095,2.509509
ACH-000223,51039095,3.153397
ACH-000885,51039095,3.483904
ACH-000181,51039095,3.581379
ACH-000478,51039095,3.647026
ACH-000717,51039095,3.954971
